Price,address,Local_area,zipcode,beds,baths,sqft,url
399000,16249 W CENTRAL Street,Surprise,85374,4,3,2320,https://www.point2homes.com/US/Home-For-Sale/AZ/Surprise/Mountain-Vista-Ranch/16249-W-CENTRAL-Street/109554183.html
249400,7125 S Missiondale Road,Tucson,85756,4,2,1522,https://www.point2homes.com/US/Home-For-Sale/AZ/Tucson/Elvira/7125-S-Missiondale-Road/109571431.html
525000,6249 E BECK Lane,Scottsdale,85254,3,2,1415,https://www.point2homes.com/US/Home-For-Sale/AZ/Scottsdale/West-Cactus/6249-E-BECK-Lane/109590082.html
575000,16756 W COCOPAH Street,Goodyear,85338,5,4,4070,https://www.point2homes.com/US/Home-For-Sale/AZ/Goodyear/Canyon-Trails/16756-W-COCOPAH-Street/108876102.html
604990,7242 S Kachina Place,Gold Canyon,85118,4,3,2834,https://www.point2homes.com/US/Home-For-Sale/AZ/Gold-Canyon/7242-S-Kachina-Place/109551545.html
350000,7231 W MULBERRY Drive,Phoenix,85033,4,2,1740,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Maryvale/7231-W-MULBERRY-Drive/109551606.html
49900,9351 East 28th St 10,Yuma,85365,2,2,1056,https://www.point2homes.com/US/Home-For-Sale/AZ/Yuma-CCD/9351-East-28th-St/109658511.html
595000,56003 N VULTURE MINE Road,Wickenburg,85390,3,3,2248,https://www.point2homes.com/US/Home-For-Sale/AZ/Wickenburg/56003-N-VULTURE-MINE-Road/109254351.html
734900,4834 E CHARLESTON Avenue,Scottsdale,85254,3,2,2344,https://www.point2homes.com/US/Home-For-Sale/AZ/Scottsdale/West-Cactus/4834-E-CHARLESTON-Avenue/109554000.html
460000,3463 W KING Drive,Anthem,85086,3,2,2130,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/3463-W-KING-Drive/109590129.html
225000,8213 W Mescalero Road,Payson,85541,2,2,1200,https://www.point2homes.com/US/Home-For-Sale/AZ/Mesa-del-Caballo/8213-W-Mescalero-Road/109554026.html
147000,310 N Flynn Jans Court,Pearce,85625,3,3,1782,https://www.point2homes.com/US/Home-For-Sale/AZ/Pearce/310-N-Flynn-Jans-Court/109619276.html
298000,4231 Gila Drive,Lake of the Woods,85929,2,2,1007,https://www.point2homes.com/US/Home-For-Sale/AZ/Lake-of-the-Woods/4231-Gila-Drive/109699296.html
2900000,5635 E LINCOLN Drive 10,Paradise Valley,85253,3,4,2948,https://www.point2homes.com/US/Home-For-Sale/AZ/Paradise-Valley/5635-E-LINCOLN-Drive/109551655.html
1500000,6825 N 1st Place ,Phoenix,85012,5,5.5,3968,https://www.point2homes.com/US/Home-For-Sale/AZ/Maricopa-County/Phoenix/Camelback-East/6825-N-1st-Place-/109727339.html
369900,918 Joshua Tree Dr,Lake Havasu City,86404,3,2,1254,https://www.point2homes.com/US/Home-For-Sale/AZ/Lake-Havasu-City/918-Joshua-Tree-Dr/109261787.html
385000,2985 S AVE A,Yuma,85364,6,3,2769,https://www.point2homes.com/US/Home-For-Sale/AZ/Yuma-CCD/2985-S-AVE-A/109752819.html
1699000,6025 E THUNDERBIRD Road,Scottsdale,85254,5,4,5000,https://www.point2homes.com/US/Home-For-Sale/AZ/Scottsdale/West-Cactus/6025-E-THUNDERBIRD-Road/109492985.html
479900,2044 S HERON Lane,Gilbert,85295,3,3,2072,https://www.point2homes.com/US/Home-For-Sale/AZ/Gilbert/Lyons-Gate/2044-S-HERON-Lane/108300828.html
574900,2830 S TUMBLEWEED Lane,Chandler,85286,4,3,2350,https://www.point2homes.com/US/Home-For-Sale/AZ/Chandler/Arden-Park/2830-S-TUMBLEWEED-Lane/109554157.html
439000,2200 S Old Black Canyon Highway,Dewey - Humboldt,86327,2,1,1137,https://www.point2homes.com/US/Home-For-Sale/AZ/Dewey-Humboldt/2200-S-Old-Black-Canyon-Highway/109567621.html
875000,30315 N 154TH Place,Scottsdale,85262,4,3,3359,https://www.point2homes.com/US/Home-For-Sale/AZ/Scottsdale/Sunrise-Desert-Vistas/30315-N-154TH-Place/109759167.html
555000,3450 N PLATINA Circle,Mesa,85215,5,3,2834,https://www.point2homes.com/US/Home-For-Sale/AZ/Mesa/Alta-Mesa/3450-N-PLATINA-Circle/109590062.html
649000,2677 E Reata Ridge Place,Sahuarita,85614,3,4,2893,https://www.point2homes.com/US/Home-For-Sale/AZ/Sahuarita/2677-E-Reata-Ridge-Place/107723083.html
459700,4129 E DRAGOON Avenue,Mesa,85206,3,2,1867,https://www.point2homes.com/US/Home-For-Sale/AZ/Mesa/Leisure-World/4129-E-DRAGOON-Avenue/109759286.html
799000,750 Mines Pass,Prescott,86301,5,4,3823,https://www.point2homes.com/US/Home-For-Sale/AZ/Prescott-CCD/750-Mines-Pass/109774111.html
365000,1728 S 42 AVE,Yuma,85364,3,2,2212,https://www.point2homes.com/US/Home-For-Sale/AZ/Yuma-CCD/1728-S-42-AVE/109752817.html
1485000,1775 S Equestrian Way,Cornville,86325,4,3,3774,https://www.point2homes.com/US/Home-For-Sale/AZ/Cornville/1775-S-Equestrian-Way/108432675.html
299900,30191 N YUCCA Drive,Florence,85132,4,2,1793,https://www.point2homes.com/US/Home-For-Sale/AZ/Florence/30191-N-YUCCA-Drive/109756580.html
285000,7726 E PARK VIEW Drive,Mesa,85208,2,2,1100,https://www.point2homes.com/US/Home-For-Sale/AZ/Mesa/Fountain-of-the-Sun/7726-E-PARK-VIEW-Drive/109756996.html
500000,12825 S 209TH Lane,Buckeye,85326,4,2,2000,https://www.point2homes.com/US/Home-For-Sale/AZ/Buckeye/Rainbow-Valley/12825-S-209TH-Lane/109759218.html
376850,2658 N Vuelta Vista Campestre,Tucson,85715,3,2,1890,https://www.point2homes.com/US/Home-For-Sale/AZ/Tucson/Rancho-Perdido-Estates/2658-N-Vuelta-Vista-Campestre/109776893.html
1495000,17775 N 101ST Way,Scottsdale,85255,3,3,2653,https://www.point2homes.com/US/Home-For-Sale/AZ/Scottsdale/McDowell-Mountain-Ranch/17775-N-101ST-Way/109759183.html
243000,2736 Emerson Ave Avenue,Kingman,86401,3,2,1429,https://www.point2homes.com/US/Home-For-Sale/AZ/Kingman/2736-Emerson-Ave-Avenue/109752138.html
290000,416 N 42nd Street,Phoenix,85008,3,1,934,https://www.point2homes.com/US/Home-For-Sale/AZ/Maricopa-County/Phoenix/Camelback-East/416-N-42nd-Street/109757004.html
379900,5212 N Lone Drive,Prescott Valley,86314,3,2,1216,https://www.point2homes.com/US/Home-For-Sale/AZ/Prescott-Valley/5212-N-Lone-Drive/109774113.html
326000,14847 W WINDROSE Drive,Surprise,85379,3,2,1337,https://www.point2homes.com/US/Home-For-Sale/AZ/Surprise/Marley-Park/14847-W-WINDROSE-Drive/109759211.html
1590000,28754 N. 107th Street ,Scottsdale,85262,3,3,4033,https://www.point2homes.com/US/Home-For-Sale/AZ/Scottsdale/Troon/28754-N-107th-Street-/109727434.html
444520,9310 E SATURN Avenue,Mesa,85212,3,2,1377,https://www.point2homes.com/US/Home-For-Sale/AZ/Mesa/Eastmark/9310-E-SATURN-Avenue/109756675.html
399900,2520 Tovar Ln,Lake Havasu City,86403,3,2,1500,https://www.point2homes.com/US/Home-For-Sale/AZ/Lake-Havasu-City/2520-Tovar-Ln/109769080.html
595000,5712 N 72ND Place,Scottsdale,85250,3,2,2475,https://www.point2homes.com/US/Home-For-Sale/AZ/Scottsdale/Monterey/5712-N-72ND-Place/109757010.html
2500000,5714 N ECHO CANYON Drive,Phoenix,85018,2,3,3478,https://www.point2homes.com/US/Home-For-Sale/AZ/Maricopa-County/Phoenix/Camelback-East/5714-N-ECHO-CANYON-Drive/109756609.html
270000,4784 W Daphne Lane,Tortolita,85742,3,2,1424,https://www.point2homes.com/US/Home-For-Sale/AZ/Baja-Arizona/Tortolita/4784-W-Daphne-Lane/109776883.html
429595,3015 N BROOKLYN Drive,Buckeye,85396,4,3,2659,https://www.point2homes.com/US/Home-For-Sale/AZ/Buckeye/Hassayampa-Ranches/3015-N-BROOKLYN-Drive/109759162.html
750000,15011 W Highland Avenue,Goodyear,85395,4,3,3508,https://www.point2homes.com/US/Home-For-Sale/AZ/Goodyear/Pebblecreek/15011-W-Highland-Avenue/109759196.html
270000,10613 W CHERRY TREE Lane,Sun City,85373,2,2,1062,https://www.point2homes.com/US/Home-For-Sale/AZ/Maricopa-County/Sun-City/10613-W-CHERRY-TREE-Lane/109756843.html
380000,13290 N 144TH Lane,Surprise,85379,3,2,1323,https://www.point2homes.com/US/Home-For-Sale/AZ/Surprise/Marley-Park/13290-N-144TH-Lane/109756612.html
404900,21380 W MONTE VISTA Road,Buckeye,85396,4,2,1795,https://www.point2homes.com/US/Home-For-Sale/AZ/Buckeye/Verrado/21380-W-MONTE-VISTA-Road/109759190.html
390000,16300 N NAEGEL Drive,Surprise,85374,3,2,1585,https://www.point2homes.com/US/Home-For-Sale/AZ/Surprise/West-Point/16300-N-NAEGEL-Drive/109756729.html
355000,5954 N Cazador Drive,Eloy,85131,2,2,1510,https://www.point2homes.com/US/Home-For-Sale/AZ/Eloy/5954-N-Cazador-Drive/109756766.html
679000,2886 Hillview Drive,Bullhead City,86442,3,3,2241,https://www.point2homes.com/US/Home-For-Sale/AZ/Bullhead-City/2886-Hillview-Drive/109752126.html
829000,816 Chureo ,Prescott,86301,2,2.5,2246,https://www.point2homes.com/US/Home-For-Sale/AZ/Prescott-CCD/816-Chureo-/108435675.html
325000,7816 Moonbeam Drive,Flagstaff,86004,3,1,970,https://www.point2homes.com/US/Home-For-Sale/AZ/Doney-Park/7816-Moonbeam-Drive/109773034.html
498500,1782 Pacific Avenue,Prescott,86301,3,2,1925,https://www.point2homes.com/US/Home-For-Sale/AZ/Prescott-CCD/1782-Pacific-Avenue/109774110.html
585000,12602 W Morning Vista Drive,Peoria,85383,4,3,2763,https://www.point2homes.com/US/Home-For-Sale/AZ/Peoria/Vistancia/12602-W-Morning-Vista-Drive/109759265.html
335000,247 N MONTEREY Court,Casa Grande,85194,2,2,1648,https://www.point2homes.com/US/Home-For-Sale/AZ/Casa-Grande/247-N-MONTEREY-Court/109759159.html
839000,420 Panorama Blvd,Sedona,86336,2,2,2012,https://www.point2homes.com/US/Home-For-Sale/AZ/Sedona/420-Panorama-Blvd/109774959.html
825000,5109 E Gelding Drive,Scottsdale,85254,4,2,2064,https://www.point2homes.com/US/Home-For-Sale/AZ/Scottsdale/West-Cactus/5109-E-Gelding-Drive/109756972.html
559900,3161 Trail End,Heber - Overgaard,85933,3,3,2420,https://www.point2homes.com/US/Home-For-Sale/AZ/Heber-Overgaard/3161-Trail-End/109752438.html
355000,10525 W PASADENA Avenue,Glendale,85307,3,2,1297,https://www.point2homes.com/US/Home-For-Sale/AZ/Glendale/Glendale-Airport/10525-W-PASADENA-Avenue/109756995.html
398900,21431 N MORNING DOVE Drive,Sun City West,85375,3,2,2528,https://www.point2homes.com/US/Home-For-Sale/AZ/Sun-City-West/21431-N-MORNING-DOVE-Drive/109756577.html
1100000,1328 Sierry Peaks Drive,Prescott,86305,4,3,3542,https://www.point2homes.com/US/Home-For-Sale/AZ/Prescott-CCD/1328-Sierry-Peaks-Drive/108337800.html
330000,10994 W Rio Vista Lane,Avondale,85323,3,2,1319,https://www.point2homes.com/US/Home-For-Sale/AZ/Avondale/Durango-Park/10994-W-Rio-Vista-Lane/109756874.html
526670,9313 E STATIC Avenue,Mesa,85212,4,3,2668,https://www.point2homes.com/US/Home-For-Sale/AZ/Mesa/Eastmark/9313-E-STATIC-Avenue/109751758.html
699900,15415 S 16TH Avenue,Phoenix,85045,4,3,2894,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Ahwatukee-Foothills/15415-S-16TH-Avenue/109757016.html
319000,2771 N Van Buren Avenue,Tucson,85712,4,2,1535,https://www.point2homes.com/US/Home-For-Sale/AZ/Tucson/Old-Fort-Lowell/2771-N-Van-Buren-Avenue/109776885.html
375000,5164 N Long Rifle Road,Prescott Valley,86314,3,2,1581,https://www.point2homes.com/US/Home-For-Sale/AZ/Prescott-Valley/5164-N-Long-Rifle-Road/109506609.html
419900,661 S Angelas Place,Show Low,85901,3,2,1648,https://www.point2homes.com/US/Home-For-Sale/AZ/Show-Low/661-S-Angelas-Place/109752439.html
675000,8538 W IRMA Lane,Peoria,85382,4,3,2897,https://www.point2homes.com/US/Home-For-Sale/AZ/Peoria/Fletcher-Heights/8538-W-IRMA-Lane/109756913.html
725000,6855 W Lightning Ridge Place,Tucson,85745,4,4,2731,https://www.point2homes.com/US/Home-For-Sale/AZ/Tucson/Del-Cerro-Estates/6855-W-Lightning-Ridge-Place/108195934.html
485000,220 S 17th Place,Cottonwood,86326,3,4,1440,https://www.point2homes.com/US/Home-For-Sale/AZ/Yavapai-County/Cottonwood/220-S-17th-Place/108989999.html
569900,5896 S Copper Hills Drive,Tucson,85747,5,4,4071,https://www.point2homes.com/US/Home-For-Sale/AZ/Tucson/Civano/5896-S-Copper-Hills-Drive/109776865.html
365000,7324 W St Catherine Ave ,Laveen,85339,4,2,1914,https://www.point2homes.com/US/Home-For-Sale/AZ/Laveen/7324-W-St-Catherine-Ave-/109709101.html
397500,11 COUNTY RD. 2069 LOT 83,AVE,Apache County,2,2,1440,https://www.point2homes.com/US/Home-For-Sale/AZ/Springerville-Fort-Apache/Escudilla/11-COUNTY-RD-2069/109752431.html
289900,9512 N Albatross Drive,Tortolita,85742,4,3,1930,https://www.point2homes.com/US/Home-For-Sale/AZ/Baja-Arizona/Tortolita/9512-N-Albatross-Drive/109776873.html
829000,816 Chureo Street,Prescott,86301,2,3,2246,https://www.point2homes.com/US/Home-For-Sale/AZ/Prescott-CCD/816-Chureo-Street/108491670.html
350000,704 W Rim Road,Pinetop - Lakeside,85929,2,2,1237,https://www.point2homes.com/US/Home-For-Sale/AZ/Pinetop-Lakeside/704-W-Rim-Road/109752421.html
875000,23936 S STONEY LAKE Drive,Sun Lakes,85248,4,3,3435,https://www.point2homes.com/US/Home-For-Sale/AZ/Chandler/23936-S-STONEY-LAKE-Drive/109759324.html
258500,964 W HOPI Drive,Coolidge,85128,3,2,1570,https://www.point2homes.com/US/Home-For-Sale/AZ/Coolidge/964-W-HOPI-Drive/109756814.html
650000,8142 S Circle S Ranch Place,Rincon Valley,85641,3,3,2488,https://www.point2homes.com/US/Home-For-Sale/AZ/Baja-Arizona/Coronado/8142-S-Circle-S-Ranch-Place/109776888.html
430000,18050 W CAROL Avenue,Waddell,85355,5,3,2318,https://www.point2homes.com/US/Home-For-Sale/AZ/Waddell/18050-W-CAROL-Avenue/109756893.html
362500,4115 E WAGONER Road,Phoenix,85032,3,2,1613,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Paradise-Valley-Village/4115-E-WAGONER-Road/109756726.html
499000,7024 W TOWNLEY Avenue,Peoria,85345,4,3,2608,https://www.point2homes.com/US/Home-For-Sale/AZ/Peoria/Foxfire/7024-W-TOWNLEY-Avenue/109756982.html
345990,2036 E JULIAN Drive,Casa Grande,85122,4,2,1880,https://www.point2homes.com/US/Home-For-Sale/AZ/Casa-Grande/2036-E-JULIAN-Drive/109756581.html
355000,7636 E Buena Vista Drive,Prescott Valley,86314,3,2,1286,https://www.point2homes.com/US/Home-For-Sale/AZ/Prescott-Valley/7636-E-Buena-Vista-Drive/108768022.html
700000,16610 South 37th Way ,Phoenix,85048,5,3,3250,https://www.point2homes.com/US/Home-For-Sale/AZ/Phoenix/Ahwatukee-Foothills/16610-South-37th-Way-/109599204.html
105000,3825 N Santa Cruz Road,Golden Valley,86413,3,2,1050,https://www.point2homes.com/US/Home-For-Sale/AZ/Golden-Valley/3825-N-Santa-Cruz-Road/109752125.html
